100-0,-0.7443,-0.0182,-0.1180,-0.6569,-0.119,0.329,1.007,85
100-0,-0.7420,-0.0173,-0.1174,-0.6597,-0.115,0.332,0.996,85
100-0,-0.7397,-0.0164,-0.1169,-0.6624,-0.103,0.286,0.982,85
100-0,-0.7381,-0.0158,-0.1165,-0.6643,-0.094,0.299,0.970,85
100-0,-0.7357,-0.0148,-0.1160,-0.6670,-0.111,0.233,0.962,85
100-0,-0.7333,-0.0139,-0.1154,-0.6697,-0.114,0.233,0.945,85
100-0,-0.7318,-0.0132,-0.1151,-0.6715,-0.142,0.196,0.952,85
100-0,-0.7288,-0.0119,-0.1143,-0.6749,-0.134,0.213,0.959,85
100-0,-0.7273,-0.0112,-0.1139,-0.6765,-0.169,0.210,0.959,85
100-0,-0.7260,-0.0105,-0.1135,-0.6781,-0.127,0.271,0.957,85
100-0,-0.7241,-0.0094,-0.1129,-0.6802,-0.136,0.239,0.974,85
100-0,-0.7223,-0.0083,-0.1123,-0.6822,-0.085,0.279,0.989,85
100-0,-0.7213,-0.0075,-0.1118,-0.6834,-0.077,0.299,1.002,85
100-0,-0.7198,-0.0064,-0.1112,-0.6851,-0.025,0.363,1.022,85
100-0,-0.7185,-0.0053,-0.1104,-0.6866,-0.007,0.395,1.048,86
100-0,-0.7177,-0.0045,-0.1100,-0.6875,0.013,0.423,1.060,85
100-0,-0.7165,-0.0033,-0.1092,-0.6888,0.018,0.467,1.067,85
100-0,-0.7158,-0.0026,-0.1087,-0.6897,0.025,0.478,1.073,85
100-0,-0.7147,-0.0014,-0.1080,-0.6909,0.025,0.494,1.086,85
100-0,-0.7136,-0.0003,-0.1072,-0.6922,0.014,0.478,1.084,85
100-0,-0.7128,0.0004,-0.1068,-0.6931,0.023,0.494,1.084,85
100-0,-0.7116,0.0015,-0.1060,-0.6944,0.047,0.506,1.090,85
100-0,-0.7108,0.0023,-0.1055,-0.6953,0.056,0.506,1.091,85
100-0,-0.7095,0.0034,-0.1048,-0.6967,0.083,0.520,1.093,85
100-0,-0.7087,0.0041,-0.1043,-0.6977,0.094,0.518,1.102,85
100-0,-0.7074,0.0052,-0.1035,-0.6991,0.099,0.524,1.108,85
100-0,-0.7060,0.0063,-0.1028,-0.7005,0.087,0.513,1.122,85
100-0,-0.7052,0.0070,-0.1023,-0.7015,0.079,0.500,1.123,85
100-0,-0.7039,0.0081,-0.1015,-0.7029,0.069,0.487,1.125,85
100-0,-0.7030,0.0088,-0.1010,-0.7038,0.063,0.477,1.122,85
100-0,-0.7017,0.0098,-0.1002,-0.7052,0.066,0.455,1.130,85
100-0,-0.7009,0.0105,-0.0997,-0.7061,0.070,0.465,1.125,85
100-0,-0.6996,0.0115,-0.0989,-0.7075,0.080,0.436,1.124,85
100-0,-0.6988,0.0122,-0.0984,-0.7083,0.092,0.450,1.122,85
100-0,-0.6975,0.0132,-0.0976,-0.7096,0.111,0.422,1.108,85
100-0,-0.6963,0.0141,-0.0968,-0.7109,0.105,0.392,1.092,85
100-0,-0.6955,0.0148,-0.0962,-0.7118,0.119,0.372,1.086,85
100-0,-0.6943,0.0157,-0.0954,-0.7131,0.127,0.347,1.078,85
100-0,-0.6935,0.0164,-0.0948,-0.7139,0.150,0.348,1.078,85
100-0,-0.6923,0.0173,-0.0939,-0.7152,0.157,0.353,1.069,85
100-0,-0.6914,0.0179,-0.0933,-0.7160,0.158,0.367,1.071,85
100-0,-0.6902,0.0188,-0.0925,-0.7174,0.129,0.372,1.077,85
100-0,-0.6888,0.0197,-0.0916,-0.7188,0.139,0.358,1.096,86
100-0,-0.6878,0.0203,-0.0910,-0.7198,0.100,0.383,1.105,85
100-0,-0.6863,0.0211,-0.0902,-0.7213,0.082,0.364,1.109,85
100-0,-0.6852,0.0217,-0.0896,-0.7224,0.061,0.382,1.116,85
100-0,-0.6834,0.0226,-0.0888,-0.7242,0.039,0.390,1.112,85
100-0,-0.6821,0.0231,-0.0882,-0.7254,0.040,0.388,1.106,85
100-0,-0.6802,0.0239,-0.0875,-0.7273,0.006,0.371,1.077,85
100-0,-0.6781,0.0248,-0.0867,-0.7293,-0.027,0.339,1.062,85
100-0,-0.6767,0.0253,-0.0862,-0.7306,-0.053,0.328,1.054,85
100-0,-0.6753,0.0258,-0.0857,-0.7320,-0.070,0.288,1.045,85
100-0,-0.6726,0.0269,-0.0846,-0.7346,-0.100,0.269,1.019,85
100-0,-0.6713,0.0274,-0.0841,-0.7358,-0.081,0.254,1.018,85
100-0,-0.6700,0.0280,-0.0836,-0.7370,-0.047,0.265,1.027,85
100-0,-0.6676,0.0290,-0.0826,-0.7392,-0.114,0.195,1.056,85
100-0,-0.6671,0.0293,-0.0823,-0.7398,-0.136,0.179,1.064,85
100-0,-0.6655,0.0301,-0.0815,-0.7412,-0.078,0.217,1.057,85
100-0,-0.6641,0.0309,-0.0807,-0.7425,-0.051,0.221,1.082,85
100-0,-0.6632,0.0314,-0.0802,-0.7433,-0.031,0.229,1.089,85
100-0,-0.6620,0.0322,-0.0793,-0.7445,0.033,0.172,1.113,85
100-0,-0.6613,0.0327,-0.0788,-0.7452,-0.018,0.151,1.123,85
100-0,-0.6601,0.0334,-0.0779,-0.7462,0.009,0.100,1.163,85
100-0,-0.6590,0.0342,-0.0771,-0.7473,-0.027,0.072,1.180,85
100-0,-0.6583,0.0347,-0.0765,-0.7480,-0.027,0.058,1.187,85
100-0,-0.6571,0.0355,-0.0756,-0.7490,-0.039,0.081,1.174,85
100-0,-0.6563,0.0360,-0.0751,-0.7498,-0.027,0.077,1.171,85
100-0,-0.6550,0.0367,-0.0743,-0.7510,-0.018,0.123,1.147,85
100-0,-0.6536,0.0375,-0.0734,-0.7522,-0.035,0.144,1.135,85
100-0,-0.6527,0.0380,-0.0729,-0.7531,-0.001,0.129,1.153,85
100-0,-0.6511,0.0388,-0.0721,-0.7544,-0.079,0.140,1.153,85
100-0,-0.6489,0.0399,-0.0711,-0.7564,-0.071,0.142,1.125,85
100-0,-0.6483,0.0402,-0.0708,-0.7569,-0.085,0.150,1.120,85
100-0,-0.6466,0.0410,-0.0701,-0.7584,-0.095,0.163,1.092,85
100-0,-0.6453,0.0415,-0.0696,-0.7595,-0.112,0.146,1.072,85
100-0,-0.6435,0.0424,-0.0689,-0.7610,-0.078,0.139,1.037,85
100-0,-0.6417,0.0432,-0.0682,-0.7626,-0.138,0.155,0.996,85
100-0,-0.6406,0.0438,-0.0677,-0.7636,-0.104,0.174,0.955,85
100-0,-0.6373,0.0454,-0.0662,-0.7663,-0.166,0.254,0.872,85
100-0,-0.6368,0.0457,-0.0660,-0.7667,-0.183,0.278,0.864,85
100-0,-0.6351,0.0468,-0.0650,-0.7682,-0.225,0.316,0.836,85
100-0,-0.6347,0.0471,-0.0647,-0.7685,-0.250,0.335,0.827,85
100-0,-0.6336,0.0482,-0.0637,-0.7694,-0.252,0.359,0.784,85
100-0,-0.6329,0.0496,-0.0623,-0.7700,-0.258,0.373,0.772,85
100-0,-0.6329,0.0498,-0.0621,-0.7700,-0.252,0.375,0.770,85
100-0,-0.6332,0.0508,-0.0609,-0.7698,-0.196,0.402,0.801,85
100-0,-0.6334,0.0511,-0.0606,-0.7696,-0.183,0.416,0.833,85
100-0,-0.6346,0.0521,-0.0593,-0.7687,-0.109,0.444,0.984,85
100-0,-0.6371,0.0532,-0.0576,-0.7667,-0.053,0.388,1.104,85
100-0,-0.6376,0.0534,-0.0573,-0.7662,-0.038,0.368,1.111,85
100-0,-0.6403,0.0543,-0.0558,-0.7640,-0.019,0.309,1.129,85
100-0,-0.6411,0.0545,-0.0555,-0.7634,-0.018,0.306,1.127,85
100-0,-0.6442,0.0553,-0.0539,-0.7609,0.020,0.261,1.123,85
100-0,-0.6482,0.0562,-0.0520,-0.7575,0.050,0.276,1.114,85
100-0,-0.6490,0.0564,-0.0516,-0.7569,0.055,0.298,1.117,85
100-0,-0.6520,0.0572,-0.0501,-0.7543,0.047,0.339,1.103,85
100-0,-0.6527,0.0574,-0.0497,-0.7537,0.046,0.346,1.106,85
100-0,-0.6554,0.0581,-0.0482,-0.7514,0.038,0.351,1.085,85
100-0,-0.6580,0.0591,-0.0465,-0.7491,0.024,0.357,1.063,85
100-0,-0.6585,0.0593,-0.0462,-0.7487,0.032,0.316,1.064,85
100-0,-0.6596,0.0599,-0.0453,-0.7478,0.035,0.253,1.059,85
100-0,-0.6601,0.0603,-0.0447,-0.7473,0.036,0.224,1.061,85
100-0,-0.6607,0.0609,-0.0439,-0.7468,0.055,0.155,1.063,85
100-0,-0.6610,0.0616,-0.0431,-0.7465,0.035,0.108,1.058,85
100-0,-0.6611,0.0620,-0.0426,-0.7464,0.047,0.074,1.042,85
100-0,-0.6609,0.0627,-0.0419,-0.7465,0.060,0.030,1.021,85
100-0,-0.6607,0.0632,-0.0414,-0.7467,0.094,-0.003,0.997,85
100-0,-0.6605,0.0637,-0.0409,-0.7469,0.106,-0.036,0.985,85
100-0,-0.6600,0.0644,-0.0402,-0.7474,0.170,-0.100,0.967,85
100-0,-0.6594,0.0651,-0.0394,-0.7478,0.207,-0.172,0.963,86
100-0,-0.6590,0.0656,-0.0389,-0.7481,0.255,-0.209,0.963,85
100-0,-0.6584,0.0667,-0.0379,-0.7486,0.303,-0.272,0.975,85
100-0,-0.6583,0.0669,-0.0377,-0.7487,0.309,-0.267,0.976,85
100-0,-0.6581,0.0680,-0.0365,-0.7489,0.291,-0.276,0.992,85
100-0,-0.6581,0.0685,-0.0359,-0.7488,0.253,-0.245,0.988,85
100-0,-0.6583,0.0690,-0.0353,-0.7487,0.193,-0.227,0.992,85
100-0,-0.6588,0.0697,-0.0342,-0.7482,0.146,-0.183,0.977,85
100-0,-0.6592,0.0702,-0.0335,-0.7478,0.098,-0.173,0.981,85
100-0,-0.6601,0.0709,-0.0323,-0.7470,0.047,-0.159,0.962,85
100-0,-0.6612,0.0717,-0.0312,-0.7461,-0.013,-0.145,0.950,85
100-0,-0.6619,0.0722,-0.0304,-0.7454,-0.040,-0.135,0.943,85
100-0,-0.6631,0.0730,-0.0292,-0.7443,-0.115,-0.099,0.949,85
100-0,-0.6643,0.0738,-0.0280,-0.7432,-0.124,-0.062,0.937,85
100-0,-0.6651,0.0743,-0.0273,-0.7424,-0.153,-0.034,0.935,85
100-0,-0.6661,0.0752,-0.0261,-0.7415,-0.146,-0.017,0.928,85
100-0,-0.6667,0.0757,-0.0254,-0.7409,-0.138,-0.004,0.917,85
100-0,-0.6674,0.0767,-0.0244,-0.7403,-0.096,0.000,0.894,85
100-0,-0.6678,0.0776,-0.0234,-0.7398,-0.046,0.028,0.877,85
100-0,-0.6681,0.0786,-0.0225,-0.7395,-0.009,0.034,0.853,85
100-0,-0.6681,0.0793,-0.0220,-0.7394,0.030,0.041,0.830,85
100-0,-0.6679,0.0804,-0.0212,-0.7395,0.051,0.039,0.813,85
100-0,-0.6676,0.0812,-0.0207,-0.7397,0.053,0.031,0.809,85
100-0,-0.6671,0.0823,-0.0200,-0.7400,0.053,-0.013,0.804,85
100-0,-0.6667,0.0831,-0.0195,-0.7403,0.018,-0.055,0.814,85
100-0,-0.6659,0.0842,-0.0189,-0.7409,-0.002,-0.055,0.815,85
100-0,-0.6654,0.0850,-0.0185,-0.7413,-0.010,-0.068,0.820,85
100-0,-0.6643,0.0867,-0.0178,-0.7421,-0.038,-0.062,0.840,85
100-0,-0.6638,0.0875,-0.0174,-0.7424,-0.055,-0.088,0.852,85
100-0,-0.6633,0.0883,-0.0170,-0.7428,-0.051,-0.081,0.865,85
100-0,-0.6627,0.0896,-0.0164,-0.7432,-0.052,-0.145,0.885,85
100-0,-0.6622,0.0909,-0.0159,-0.7435,-0.013,-0.125,0.894,85
100-0,-0.6619,0.0917,-0.0155,-0.7437,-0.036,-0.168,0.908,85
100-0,-0.6617,0.0930,-0.0149,-0.7437,0.009,-0.160,0.908,85
100-0,-0.6616,0.0942,-0.0142,-0.7436,0.003,-0.162,0.912,85
100-0,-0.6617,0.0951,-0.0138,-0.7435,0.055,-0.153,0.915,85
100-0,-0.6619,0.0963,-0.0131,-0.7432,0.048,-0.143,0.917,85
100-0,-0.6621,0.0972,-0.0126,-0.7429,0.101,-0.109,0.915,85
100-0,-0.6624,0.0984,-0.0120,-0.7424,0.098,-0.063,0.907,85
100-0,-0.6628,0.0997,-0.0113,-0.7419,0.132,-0.039,0.919,85
100-0,-0.6630,0.1005,-0.0108,-0.7416,0.107,0.003,0.909,85
100-0,-0.6634,0.1017,-0.0102,-0.7412,0.138,0.003,0.920,85
100-0,-0.6636,0.1030,-0.0096,-0.7408,0.096,0.028,0.932,85
100-0,-0.6638,0.1038,-0.0092,-0.7405,0.121,0.058,0.934,85
100-0,-0.6638,0.1047,-0.0089,-0.7404,0.097,0.023,0.949,85
100-0,-0.6639,0.1060,-0.0084,-0.7401,0.119,-0.002,0.963,85
100-0,-0.6638,0.1072,-0.0080,-0.7400,0.119,0.011,0.967,85
100-0,-0.6638,0.1081,-0.0077,-0.7399,0.145,-0.001,0.973,85
100-0,-0.6637,0.1093,-0.0073,-0.7399,0.207,-0.046,0.981,85
100-0,-0.6636,0.1101,-0.0070,-0.7398,0.146,-0.042,0.970,85
100-0,-0.6635,0.1112,-0.0066,-0.7397,0.178,-0.008,0.978,85
100-0,-0.6634,0.1124,-0.0062,-0.7396,0.208,0.044,0.985,85
100-0,-0.6634,0.1132,-0.0060,-0.7396,0.211,0.016,0.988,85
100-0,-0.6633,0.1143,-0.0057,-0.7395,0.228,0.051,0.974,85
100-0,-0.6632,0.1151,-0.0055,-0.7394,0.246,0.033,0.980,85
100-0,-0.6632,0.1162,-0.0052,-0.7393,0.240,0.062,0.978,85
100-0,-0.6631,0.1169,-0.0050,-0.7392,0.255,0.042,0.972,85
100-0,-0.6630,0.1179,-0.0048,-0.7391,0.259,0.049,0.969,85
100-0,-0.6630,0.1186,-0.0046,-0.7391,0.258,0.037,0.963,85
100-0,-0.6629,0.1196,-0.0044,-0.7390,0.254,0.038,0.962,85
100-0,-0.6627,0.1206,-0.0043,-0.7390,0.255,0.017,0.947,85
100-0,-0.6626,0.1214,-0.0042,-0.7390,0.245,0.015,0.958,85
100-0,-0.6624,0.1224,-0.0041,-0.7390,0.254,-0.029,0.955,85
100-0,-0.6623,0.1230,-0.0041,-0.7390,0.282,-0.063,0.941,85
100-0,-0.6621,0.1241,-0.0040,-0.7390,0.303,-0.117,0.924,85
100-0,-0.6619,0.1247,-0.0040,-0.7390,0.324,-0.151,0.908,85
100-0,-0.6617,0.1257,-0.0040,-0.7390,0.321,-0.210,0.888,85
100-0,-0.6615,0.1267,-0.0039,-0.7390,0.340,-0.253,0.878,85
100-0,-0.6614,0.1273,-0.0039,-0.7390,0.342,-0.284,0.877,85
100-0,-0.6613,0.1283,-0.0039,-0.7390,0.346,-0.309,0.865,85
100-0,-0.6613,0.1289,-0.0039,-0.7389,0.341,-0.337,0.862,85
100-0,-0.6612,0.1297,-0.0037,-0.7388,0.345,-0.357,0.868,85
100-0,-0.6613,0.1306,-0.0036,-0.7386,0.349,-0.376,0.875,85
100-0,-0.6613,0.1312,-0.0036,-0.7385,0.354,-0.388,0.882,85
100-0,-0.6614,0.1320,-0.0035,-0.7382,0.372,-0.369,0.867,85
100-0,-0.6616,0.1328,-0.0033,-0.7379,0.378,-0.360,0.858,85
100-0,-0.6617,0.1332,-0.0031,-0.7377,0.400,-0.340,0.846,85
100-0,-0.6619,0.1340,-0.0029,-0.7374,0.391,-0.318,0.835,85
100-0,-0.6621,0.1345,-0.0028,-0.7371,0.399,-0.292,0.837,85
100-0,-0.6623,0.1352,-0.0027,-0.7368,0.395,-0.287,0.834,85
100-0,-0.6625,0.1357,-0.0027,-0.7366,0.420,-0.295,0.830,85
100-0,-0.6627,0.1364,-0.0025,-0.7363,0.437,-0.305,0.820,85
100-0,-0.6628,0.1371,-0.0024,-0.7360,0.452,-0.316,0.812,85
100-0,-0.6629,0.1375,-0.0024,-0.7358,0.462,-0.316,0.800,85
100-0,-0.6630,0.1382,-0.0023,-0.7357,0.448,-0.316,0.775,85
100-0,-0.6630,0.1386,-0.0023,-0.7356,0.444,-0.330,0.778,85
100-0,-0.6630,0.1392,-0.0022,-0.7355,0.439,-0.341,0.763,85
100-0,-0.6629,0.1398,-0.0022,-0.7354,0.430,-0.340,0.757,85
100-0,-0.6629,0.1402,-0.0021,-0.7354,0.445,-0.329,0.755,85
100-0,-0.6628,0.1407,-0.0021,-0.7354,0.434,-0.324,0.745,85
100-0,-0.6627,0.1411,-0.0021,-0.7354,0.461,-0.308,0.739,85
100-0,-0.6626,0.1416,-0.0020,-0.7354,0.461,-0.303,0.739,85
100-0,-0.6625,0.1421,-0.0020,-0.7353,0.473,-0.287,0.727,85
100-0,-0.6625,0.1423,-0.0020,-0.7353,0.469,-0.284,0.727,85
100-0,-0.6624,0.1428,-0.0020,-0.7353,0.453,-0.276,0.724,85
